reading_id,machine_id,machine_name,department,install_year,age_years,reading_date,pressure_bar,temperature_c,vibration_mm_s,oil_viscosity,cycle_count,maintenance_score,failure_occurred,priority
RD-20208,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-06-26,82.11,68.29,5.849,49.23,132736,51,False,MEDIUM
RD-20209,MCH-010,Conveyor System Main,Logistics,2016,8,2024-01-30,75.0,49.85,5.081,54.71,131322,45,True,MEDIUM
RD-20210,MCH-001,Pipe Bending Line A,Production,2018,6,2023-10-03,79.96,98.7,4.615,45.48,113124,50,False,MEDIUM
RD-20211,MCH-002,Hydraulic Press #1,Production,2015,9,2023-07-07,129.09,71.8,6.819,34.71,23736,50,False,MEDIUM
RD-20212,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-12-05,123.22,99.59,3.228,51.2,13010,37,False,LOW
RD-20213,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-08-29,134.3,69.93,2.689,49.21,74980,16,False,LOW
RD-20214,MCH-005,Quality Test Bench,QA,2017,7,2024-02-11,112.17,81.48,3.081,40.6,48267,28,False,LOW
RD-20215,MCH-006,Packaging Unit B,Logistics,2016,8,2023-12-15,122.17,40.18,7.66,38.33,29163,53,False,MEDIUM
RD-20216,MCH-007,Hydraulic Press #2,Production,2014,10,2023-09-11,142.88,61.73,1.187,51.75,74404,36,False,LOW
RD-20217,MCH-008,Welding Station Alpha,Production,2021,3,2023-02-08,117.08,92.21,2.636,47.67,82352,20,False,LOW
RD-20218,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-09-06,110.99,70.07,4.59,65.0,121108,36,False,LOW
RD-20219,MCH-010,Conveyor System Main,Logistics,2016,8,2024-04-01,61.37,79.74,0.403,42.01,108390,51,False,MEDIUM
RD-20220,MCH-001,Pipe Bending Line A,Production,2018,6,2024-06-21,106.64,64.47,2.993,44.12,80616,24,False,LOW
RD-20221,MCH-002,Hydraulic Press #1,Production,2015,9,2024-05-29,110.29,37.04,0.172,43.69,189672,36,False,LOW
RD-20222,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-10-24,115.89,78.97,2.581,46.29,93724,20,False,LOW
RD-20223,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-01-17,136.51,53.12,7.496,53.78,38176,35,False,LOW
RD-20224,MCH-005,Quality Test Bench,QA,2017,7,2023-08-22,127.71,93.49,2.289,42.47,66291,38,False,LOW
RD-20225,MCH-006,Packaging Unit B,Logistics,2016,8,2024-04-18,96.84,106.72,1.699,53.91,16329,59,True,MEDIUM
RD-20226,MCH-007,Hydraulic Press #2,Production,2014,10,2024-07-27,105.03,41.9,3.436,45.85,53164,36,False,LOW
RD-20227,MCH-008,Welding Station Alpha,Production,2021,3,2023-09-20,115.51,80.39,5.721,41.32,15906,17,False,LOW
RD-20228,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-05-03,111.1,88.43,2.477,48.74,56188,40,False,MEDIUM
RD-20229,MCH-010,Conveyor System Main,Logistics,2016,8,2023-12-29,172.45,61.5,0.869,38.24,93702,32,False,LOW
RD-20230,MCH-001,Pipe Bending Line A,Production,2018,6,2023-05-03,132.0,98.36,4.628,46.77,69003,40,False,MEDIUM
RD-20231,MCH-002,Hydraulic Press #1,Production,2015,9,2024-02-09,171.75,67.69,2.372,41.17,81976,36,True,LOW
RD-20232,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-10-10,106.68,57.76,6.808,46.72,39354,34,False,LOW
RD-20233,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-01-05,134.97,107.49,2.115,38.13,29480,42,False,MEDIUM
RD-20234,MCH-005,Quality Test Bench,QA,2017,7,2023-05-13,82.25,67.78,6.57,33.77,145872,49,False,MEDIUM
RD-20235,MCH-006,Packaging Unit B,Logistics,2016,8,2024-08-11,76.42,50.69,7.37,46.49,88980,62,False,MEDIUM
RD-20236,MCH-007,Hydraulic Press #2,Production,2014,10,2024-09-18,90.5,114.14,6.792,50.09,149624,90,False,HIGH
RD-20237,MCH-008,Welding Station Alpha,Production,2021,3,2023-07-04,89.54,86.46,5.958,44.61,97868,26,False,LOW
RD-20238,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-07-10,91.97,96.82,2.356,48.6,125068,54,False,MEDIUM
RD-20239,MCH-010,Conveyor System Main,Logistics,2016,8,2023-03-22,78.01,93.44,5.146,34.97,42435,54,False,MEDIUM
RD-20240,MCH-001,Pipe Bending Line A,Production,2018,6,2024-07-21,101.87,109.27,8.311,45.28,23247,79,True,HIGH
RD-20241,MCH-002,Hydraulic Press #1,Production,2015,9,2023-12-04,113.04,61.42,1.569,26.56,140044,36,True,LOW
RD-20242,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-12-21,111.96,90.58,2.11,42.31,75256,26,False,LOW
RD-20243,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-12-15,121.74,68.82,4.642,61.18,26002,16,False,LOW
RD-20244,MCH-005,Quality Test Bench,QA,2017,7,2023-03-15,101.84,81.9,3.577,54.17,52248,28,True,LOW
RD-20245,MCH-006,Packaging Unit B,Logistics,2016,8,2024-01-20,93.2,86.23,0.465,55.71,143031,36,False,LOW
RD-20246,MCH-007,Hydraulic Press #2,Production,2014,10,2023-08-03,88.51,87.97,8.35,42.34,118672,72,False,HIGH
RD-20247,MCH-008,Welding Station Alpha,Production,2021,3,2023-11-17,128.4,67.35,5.119,57.85,45890,12,True,LOW
RD-20248,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-04-05,95.94,98.41,7.861,40.33,22652,77,False,HIGH
RD-20249,MCH-010,Conveyor System Main,Logistics,2016,8,2024-01-11,113.84,30.19,1.17,40.6,83361,32,False,LOW
RD-20250,MCH-001,Pipe Bending Line A,Production,2018,6,2023-07-04,96.0,49.31,2.955,52.8,111756,25,False,LOW
RD-20251,MCH-002,Hydraulic Press #1,Production,2015,9,2024-05-04,131.63,69.21,11.091,44.04,82764,84,False,HIGH
RD-20252,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-06-01,97.51,57.37,2.901,33.22,42450,21,False,LOW
RD-20253,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-07-11,134.72,97.59,1.273,54.88,62282,31,False,LOW
RD-20254,MCH-005,Quality Test Bench,QA,2017,7,2024-02-04,111.33,50.44,3.331,49.5,73266,28,False,LOW
RD-20255,MCH-006,Packaging Unit B,Logistics,2016,8,2023-10-05,89.63,82.1,5.29,51.36,98970,39,False,LOW
RD-20256,MCH-007,Hydraulic Press #2,Production,2014,10,2023-12-09,141.77,84.92,8.507,39.21,89704,64,True,MEDIUM
RD-20257,MCH-008,Welding Station Alpha,Production,2021,3,2024-09-24,137.55,68.91,3.849,42.54,44676,12,False,LOW
RD-20258,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-06-18,116.59,79.06,5.28,46.53,54936,38,False,LOW
RD-20259,MCH-010,Conveyor System Main,Logistics,2016,8,2023-10-15,117.36,101.98,2.535,57.71,102225,52,False,MEDIUM
RD-20260,MCH-001,Pipe Bending Line A,Production,2018,6,2023-05-07,119.89,61.18,4.292,43.24,52818,24,False,LOW
RD-20261,MCH-002,Hydraulic Press #1,Production,2015,9,2023-10-04,90.95,79.72,4.733,52.66,154224,40,False,MEDIUM
RD-20262,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-02-08,112.73,78.53,4.277,34.46,27504,20,True,LOW
RD-20263,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-06-23,126.86,86.43,4.611,46.33,68976,17,False,LOW
RD-20264,MCH-005,Quality Test Bench,QA,2017,7,2024-04-04,113.35,58.28,7.549,50.38,120804,48,False,MEDIUM
RD-20265,MCH-006,Packaging Unit B,Logistics,2016,8,2023-02-17,124.44,105.85,0.882,41.07,137097,57,True,MEDIUM
RD-20266,MCH-007,Hydraulic Press #2,Production,2014,10,2024-07-07,113.56,81.85,7.781,49.19,122624,58,False,MEDIUM
RD-20267,MCH-008,Welding Station Alpha,Production,2021,3,2024-05-31,117.93,57.96,5.181,49.12,73478,13,False,LOW
RD-20268,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-09-29,81.87,82.66,3.433,51.27,190908,45,False,MEDIUM
RD-20269,MCH-010,Conveyor System Main,Logistics,2016,8,2024-12-02,135.27,65.62,5.615,47.72,70920,36,False,LOW
RD-20270,MCH-001,Pipe Bending Line A,Production,2018,6,2023-10-24,120.07,71.3,5.253,43.25,77703,26,True,LOW
RD-20271,MCH-002,Hydraulic Press #1,Production,2015,9,2023-07-08,126.96,102.12,1.43,43.97,57828,56,False,MEDIUM
RD-20272,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-08-27,130.45,64.55,1.259,40.3,61200,20,False,LOW
RD-20273,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-11-28,149.72,87.19,1.164,52.69,44338,18,False,LOW
RD-20274,MCH-005,Quality Test Bench,QA,2017,7,2023-09-03,94.37,64.26,0.18,39.91,145218,30,False,LOW
RD-20275,MCH-006,Packaging Unit B,Logistics,2016,8,2023-08-19,110.8,84.28,3.727,44.79,97647,32,False,LOW
RD-20276,MCH-007,Hydraulic Press #2,Production,2014,10,2023-01-26,136.48,62.68,1.792,51.09,137892,36,True,LOW
RD-20277,MCH-008,Welding Station Alpha,Production,2021,3,2024-07-21,130.0,104.58,4.59,48.93,59018,35,True,LOW
RD-20278,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-04-22,149.63,94.34,1.434,44.2,95464,47,False,MEDIUM
RD-20279,MCH-010,Conveyor System Main,Logistics,2016,8,2024-01-06,153.54,76.5,0.192,25.55,107412,32,False,LOW
RD-20280,MCH-001,Pipe Bending Line A,Production,2018,6,2023-01-04,113.48,87.87,5.786,45.37,84417,33,True,LOW
RD-20281,MCH-002,Hydraulic Press #1,Production,2015,9,2024-11-14,91.22,83.6,5.133,36.59,45892,41,False,MEDIUM
RD-20282,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-10-31,125.12,57.09,6.254,52.41,16566,30,True,LOW
RD-20283,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-07-02,140.83,98.62,0.581,51.95,45352,32,False,LOW
RD-20284,MCH-005,Quality Test Bench,QA,2017,7,2024-06-20,111.43,74.57,2.051,58.33,104430,28,True,LOW
RD-20285,MCH-006,Packaging Unit B,Logistics,2016,8,2023-01-26,165.15,81.12,5.914,48.55,48303,39,False,LOW
RD-20286,MCH-007,Hydraulic Press #2,Production,2014,10,2024-07-03,139.32,53.2,2.807,53.0,117484,36,False,LOW
RD-20287,MCH-008,Welding Station Alpha,Production,2021,3,2024-11-24,122.17,65.61,3.394,46.29,28212,12,False,LOW
RD-20288,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-10-30,113.62,73.3,3.227,53.16,59120,36,True,LOW
RD-20289,MCH-010,Conveyor System Main,Logistics,2016,8,2023-05-17,144.7,68.14,7.506,54.56,43806,52,False,MEDIUM
RD-20290,MCH-001,Pipe Bending Line A,Production,2018,6,2023-06-20,118.71,48.37,1.624,44.46,106827,24,True,LOW
RD-20291,MCH-002,Hydraulic Press #1,Production,2015,9,2023-02-26,115.03,41.05,5.494,51.22,110240,39,False,LOW
RD-20292,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-01-03,73.14,65.18,3.064,55.1,68656,33,False,LOW
RD-20293,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-05-22,109.86,81.47,5.279,52.78,46576,18,False,LOW
RD-20294,MCH-005,Quality Test Bench,QA,2017,7,2023-09-03,126.34,96.67,4.491,51.03,24183,42,False,MEDIUM
RD-20295,MCH-006,Packaging Unit B,Logistics,2016,8,2024-10-21,106.53,104.91,10.419,41.72,103428,99,False,HIGH
RD-20296,MCH-007,Hydraulic Press #2,Production,2014,10,2023-03-13,135.77,39.26,2.002,43.65,33456,36,False,LOW
RD-20297,MCH-008,Welding Station Alpha,Production,2021,3,2023-08-11,111.19,86.19,4.469,56.56,37730,13,False,LOW
RD-20298,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-08-30,91.86,69.01,5.433,37.52,150972,43,False,MEDIUM
RD-20299,MCH-010,Conveyor System Main,Logistics,2016,8,2024-05-06,106.93,59.43,1.542,42.83,109230,32,False,LOW
RD-20300,MCH-001,Pipe Bending Line A,Production,2018,6,2023-11-04,152.8,63.17,3.076,53.58,54636,24,False,LOW
RD-20301,MCH-002,Hydraulic Press #1,Production,2015,9,2024-12-01,117.59,77.05,1.033,45.26,143388,36,False,LOW
RD-20302,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-03-16,117.04,68.48,1.687,53.1,30698,20,False,LOW
RD-20303,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-09-02,135.67,61.08,2.293,55.63,25320,16,False,LOW
RD-20304,MCH-005,Quality Test Bench,QA,2017,7,2024-04-09,124.77,86.52,4.863,38.68,49929,29,False,LOW
RD-20305,MCH-006,Packaging Unit B,Logistics,2016,8,2023-09-06,103.96,81.58,1.826,42.61,59757,32,False,LOW
RD-20306,MCH-007,Hydraulic Press #2,Production,2014,10,2024-01-06,107.39,81.01,5.287,40.77,179912,38,True,LOW
RD-20307,MCH-008,Welding Station Alpha,Production,2021,3,2024-07-24,94.02,99.49,5.422,37.35,10828,35,True,LOW
RD-20308,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-03-22,99.64,75.98,4.612,55.52,184112,36,False,LOW
RD-20309,MCH-010,Conveyor System Main,Logistics,2016,8,2023-08-28,120.18,65.61,1.886,48.92,29256,32,False,LOW
RD-20310,MCH-001,Pipe Bending Line A,Production,2018,6,2023-11-18,109.28,52.75,7.941,50.41,63438,47,False,MEDIUM
RD-20311,MCH-002,Hydraulic Press #1,Production,2015,9,2024-06-10,137.91,78.0,5.899,56.25,81460,43,False,MEDIUM
RD-20312,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-10-16,113.09,71.6,1.943,49.82,85520,20,True,LOW
RD-20313,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-08-05,116.1,71.54,3.817,43.03,28720,16,False,LOW
RD-20314,MCH-005,Quality Test Bench,QA,2017,7,2024-10-15,113.54,81.75,1.187,42.53,27780,28,False,LOW
RD-20315,MCH-006,Packaging Unit B,Logistics,2016,8,2023-08-12,126.29,103.83,5.177,47.44,109128,56,True,MEDIUM
RD-20316,MCH-007,Hydraulic Press #2,Production,2014,10,2023-03-12,162.71,101.17,1.967,54.97,54756,55,True,MEDIUM
RD-20317,MCH-008,Welding Station Alpha,Production,2021,3,2023-08-22,120.87,76.12,7.109,44.71,51564,28,False,LOW
RD-20318,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-10-24,126.68,43.78,3.407,48.87,169996,36,False,LOW
RD-20319,MCH-010,Conveyor System Main,Logistics,2016,8,2023-12-31,131.25,64.95,3.213,50.43,88311,32,False,LOW
RD-20320,MCH-001,Pipe Bending Line A,Production,2018,6,2024-11-13,88.49,51.17,2.5,34.62,53448,29,False,LOW
RD-20321,MCH-002,Hydraulic Press #1,Production,2015,9,2024-09-04,105.53,83.98,6.152,47.78,135176,45,False,MEDIUM
RD-20322,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-09-05,132.62,97.67,3.017,40.06,68744,35,True,LOW
RD-20323,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-10-19,96.89,67.36,7.077,37.11,23600,34,False,LOW
RD-20324,MCH-005,Quality Test Bench,QA,2017,7,2024-07-06,128.41,66.94,1.282,47.67,136089,28,False,LOW
RD-20325,MCH-006,Packaging Unit B,Logistics,2016,8,2024-09-21,93.57,109.85,0.525,48.33,15615,65,False,MEDIUM
RD-20326,MCH-007,Hydraulic Press #2,Production,2014,10,2024-11-21,155.6,23.42,4.735,43.65,175192,36,False,LOW
RD-20327,MCH-008,Welding Station Alpha,Production,2021,3,2023-03-13,123.08,73.77,0.725,46.58,78620,12,False,LOW
RD-20328,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-09-16,88.75,51.14,1.705,50.7,157076,41,False,MEDIUM
RD-20329,MCH-010,Conveyor System Main,Logistics,2016,8,2024-05-17,155.04,62.8,7.092,47.0,67512,48,True,MEDIUM
RD-20330,MCH-001,Pipe Bending Line A,Production,2018,6,2024-04-20,118.36,84.23,7.121,54.28,78402,40,False,MEDIUM
RD-20331,MCH-002,Hydraulic Press #1,Production,2015,9,2024-05-30,146.74,75.09,3.033,43.52,149056,36,False,LOW
RD-20332,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-03-29,79.36,97.65,3.257,58.82,72434,45,False,MEDIUM
RD-20333,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-07-30,147.64,103.59,4.594,49.95,77942,38,False,LOW
RD-20334,MCH-005,Quality Test Bench,QA,2017,7,2023-03-17,103.46,46.89,1.5,52.2,135462,28,False,LOW
RD-20335,MCH-006,Packaging Unit B,Logistics,2016,8,2024-10-20,135.94,75.93,6.569,57.19,82740,44,False,MEDIUM
RD-20336,MCH-007,Hydraulic Press #2,Production,2014,10,2023-01-23,85.29,106.57,5.573,30.0,106708,73,False,HIGH
RD-20337,MCH-008,Welding Station Alpha,Production,2021,3,2024-10-29,142.43,56.65,4.328,56.7,51834,12,True,LOW
RD-20338,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-01-16,127.02,85.98,5.383,54.83,26316,40,False,MEDIUM
RD-20339,MCH-010,Conveyor System Main,Logistics,2016,8,2023-02-20,85.72,77.69,6.752,44.48,21465,53,True,MEDIUM
RD-20340,MCH-001,Pipe Bending Line A,Production,2018,6,2023-09-08,130.72,102.79,2.239,58.55,56757,45,True,MEDIUM
RD-20341,MCH-002,Hydraulic Press #1,Production,2015,9,2024-02-08,158.92,65.02,0.497,51.43,107040,36,True,LOW
RD-20342,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-04-21,108.84,90.91,4.662,40.62,77394,27,False,LOW
RD-20343,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-08-03,133.03,71.01,2.629,45.78,21666,16,False,LOW
RD-20344,MCH-005,Quality Test Bench,QA,2017,7,2023-09-03,133.0,72.25,5.486,49.13,35196,31,False,LOW
RD-20345,MCH-006,Packaging Unit B,Logistics,2016,8,2023-05-17,116.59,84.3,2.472,42.8,46146,32,False,LOW
RD-20346,MCH-007,Hydraulic Press #2,Production,2014,10,2024-08-01,101.75,85.96,3.855,49.37,37480,37,False,LOW
RD-20347,MCH-008,Welding Station Alpha,Production,2021,3,2023-03-27,126.22,74.11,5.376,47.45,71132,15,False,LOW
RD-20348,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-12-22,110.37,45.54,5.043,43.19,117624,36,False,LOW
RD-20349,MCH-010,Conveyor System Main,Logistics,2016,8,2024-08-08,116.02,43.72,0.571,36.26,37866,32,False,LOW
RD-20350,MCH-001,Pipe Bending Line A,Production,2018,6,2024-09-15,148.94,61.27,8.53,31.58,94641,52,False,MEDIUM
RD-20351,MCH-002,Hydraulic Press #1,Production,2015,9,2024-06-25,113.84,97.62,0.281,50.14,120164,51,True,MEDIUM
RD-20352,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-05-08,135.75,75.54,2.324,46.65,83686,20,False,LOW
RD-20353,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-03-01,136.5,65.02,1.711,41.91,22752,16,False,LOW
RD-20354,MCH-005,Quality Test Bench,QA,2017,7,2024-10-19,116.2,77.02,3.852,27.32,132948,28,False,LOW
RD-20355,MCH-006,Packaging Unit B,Logistics,2016,8,2024-05-19,113.41,65.77,0.48,52.91,54009,32,False,LOW
RD-20356,MCH-007,Hydraulic Press #2,Production,2014,10,2023-12-12,165.49,72.11,4.1,45.42,121588,36,False,LOW
RD-20357,MCH-008,Welding Station Alpha,Production,2021,3,2024-02-11,110.5,58.77,2.689,33.59,31638,12,False,LOW
RD-20358,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-08-18,134.82,62.07,6.163,58.03,162536,45,False,MEDIUM
RD-20359,MCH-010,Conveyor System Main,Logistics,2016,8,2023-03-18,104.69,70.38,8.419,44.69,75585,59,False,MEDIUM
RD-20360,MCH-001,Pipe Bending Line A,Production,2018,6,2024-09-03,147.5,93.42,4.848,47.94,114978,34,True,LOW
RD-20361,MCH-002,Hydraulic Press #1,Production,2015,9,2023-08-19,124.28,71.93,5.621,44.49,33300,40,False,MEDIUM
RD-20362,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-03-13,92.61,103.24,1.797,44.43,97802,45,False,MEDIUM
RD-20363,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-09-07,148.75,86.8,1.918,51.76,32150,18,False,LOW
RD-20364,MCH-005,Quality Test Bench,QA,2017,7,2023-01-17,92.64,62.36,3.808,37.17,39117,31,False,LOW
RD-20365,MCH-006,Packaging Unit B,Logistics,2016,8,2023-09-02,123.89,100.55,7.476,62.65,41718,70,False,HIGH
RD-20366,MCH-007,Hydraulic Press #2,Production,2014,10,2024-05-23,109.32,85.4,6.171,52.97,190712,45,False,MEDIUM
RD-20367,MCH-008,Welding Station Alpha,Production,2021,3,2023-02-13,110.65,59.26,5.393,47.29,72472,15,False,LOW
RD-20368,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-08-20,75.45,48.56,3.389,48.25,187200,48,False,MEDIUM
RD-20369,MCH-010,Conveyor System Main,Logistics,2016,8,2024-05-09,159.03,111.62,2.552,46.93,65028,63,False,MEDIUM
RD-20370,MCH-001,Pipe Bending Line A,Production,2018,6,2024-01-16,181.26,83.04,3.544,55.71,146634,24,False,LOW
RD-20371,MCH-002,Hydraulic Press #1,Production,2015,9,2024-01-09,114.95,78.91,4.78,53.44,122752,36,False,LOW
RD-20372,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-10-31,81.45,68.81,5.597,49.24,32046,34,False,LOW
RD-20373,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-12-12,130.01,49.69,1.847,38.79,37814,16,True,LOW
RD-20374,MCH-005,Quality Test Bench,QA,2017,7,2024-06-25,143.21,91.62,0.441,55.76,113637,35,True,LOW
RD-20375,MCH-006,Packaging Unit B,Logistics,2016,8,2023-09-03,160.5,72.69,1.942,40.21,95970,32,False,LOW
RD-20376,MCH-007,Hydraulic Press #2,Production,2014,10,2023-03-17,117.97,66.17,1.948,41.7,163116,36,False,LOW
RD-20377,MCH-008,Welding Station Alpha,Production,2021,3,2023-04-09,111.05,61.27,4.153,38.72,37396,12,False,LOW
RD-20378,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-08-08,94.74,80.74,0.284,33.18,97328,38,False,LOW
RD-20379,MCH-010,Conveyor System Main,Logistics,2016,8,2023-12-31,83.07,61.47,4.038,33.13,90957,40,False,MEDIUM
RD-20380,MCH-001,Pipe Bending Line A,Production,2018,6,2024-01-10,101.94,96.83,3.59,39.31,117309,38,False,LOW
RD-20381,MCH-002,Hydraulic Press #1,Production,2015,9,2023-04-23,129.18,96.26,5.485,64.56,93476,53,False,MEDIUM
RD-20382,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-11-14,81.23,77.03,0.544,44.79,70422,29,True,LOW
RD-20383,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-12-12,118.86,73.81,5.51,45.65,83054,20,False,LOW
RD-20384,MCH-005,Quality Test Bench,QA,2017,7,2023-03-30,115.41,85.29,5.499,31.66,55686,32,False,LOW
RD-20385,MCH-006,Packaging Unit B,Logistics,2016,8,2023-11-02,116.46,98.14,6.642,56.87,80712,60,True,MEDIUM
RD-20386,MCH-007,Hydraulic Press #2,Production,2014,10,2024-04-21,135.17,83.3,0.814,32.36,90416,36,False,LOW
RD-20387,MCH-008,Welding Station Alpha,Production,2021,3,2023-08-18,87.79,81.92,2.553,38.75,77482,18,False,LOW
RD-20388,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-07-24,129.31,59.42,5.622,40.37,84808,40,False,MEDIUM
RD-20389,MCH-010,Conveyor System Main,Logistics,2016,8,2024-03-04,90.15,48.1,6.327,33.58,51084,47,False,MEDIUM
RD-20390,MCH-001,Pipe Bending Line A,Production,2018,6,2024-05-20,117.84,97.91,2.448,50.53,48402,39,False,LOW
RD-20391,MCH-002,Hydraulic Press #1,Production,2015,9,2023-06-26,175.2,47.33,7.367,51.65,143132,54,False,MEDIUM
RD-20392,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-03-05,110.41,101.07,0.566,42.35,19078,39,True,LOW
RD-20393,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-04-19,144.02,87.8,1.053,34.67,87694,19,False,LOW
RD-20394,MCH-005,Quality Test Bench,QA,2017,7,2024-05-07,128.61,105.27,1.897,56.07,73011,52,False,MEDIUM
RD-20395,MCH-006,Packaging Unit B,Logistics,2016,8,2023-01-15,156.27,92.04,10.003,34.16,76731,80,False,HIGH
RD-20396,MCH-007,Hydraulic Press #2,Production,2014,10,2023-02-08,113.15,89.9,3.92,49.96,103728,41,False,MEDIUM
RD-20397,MCH-008,Welding Station Alpha,Production,2021,3,2023-11-05,118.54,87.03,4.105,49.1,19564,14,False,LOW
RD-20398,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-03-07,143.03,55.84,7.51,41.08,70092,56,False,MEDIUM
RD-20399,MCH-010,Conveyor System Main,Logistics,2016,8,2024-06-10,133.74,108.93,3.542,45.91,69165,60,False,MEDIUM
RD-20400,MCH-001,Pipe Bending Line A,Production,2018,6,2023-04-20,117.85,79.8,4.706,48.91,47883,24,False,LOW
RD-20401,MCH-002,Hydraulic Press #1,Production,2015,9,2023-10-10,135.62,100.67,2.947,57.34,187632,54,False,MEDIUM
RD-20402,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-01-28,119.17,48.09,2.127,47.19,25498,20,True,LOW
RD-20403,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-11-02,84.83,78.49,2.748,46.5,36362,23,False,LOW
RD-20404,MCH-005,Quality Test Bench,QA,2017,7,2023-11-30,95.07,51.79,2.811,34.92,101793,30,False,LOW
RD-20405,MCH-006,Packaging Unit B,Logistics,2016,8,2024-08-26,63.65,110.58,3.716,26.01,63072,80,False,HIGH
RD-20406,MCH-007,Hydraulic Press #2,Production,2014,10,2023-03-23,145.66,71.0,1.137,47.95,82140,36,True,LOW
RD-20407,MCH-008,Welding Station Alpha,Production,2021,3,2024-04-22,155.34,79.83,2.847,36.53,18332,12,False,LOW
RD-20408,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-03-04,138.27,82.42,3.232,42.25,124980,36,True,LOW
RD-20409,MCH-010,Conveyor System Main,Logistics,2016,8,2024-06-16,124.65,82.83,3.602,32.54,33909,32,True,LOW
RD-20410,MCH-001,Pipe Bending Line A,Production,2018,6,2023-03-07,149.49,79.12,5.779,33.31,50955,30,False,LOW
